Date,Weighted
2020-01-01 00:12:00,7183.59
2020-01-01 01:01:00,7213.35
2020-01-01 02:01:00,7191.93
2020-01-01 03:01:00,7206.52
2020-01-01 04:01:00,7232.05
2020-01-01 05:01:00,7247.56
2020-01-01 06:01:00,7255.28
2020-01-01 07:01:00,7276.03
2020-01-01 08:01:00,7249.32
2020-01-01 09:01:00,7272.85
2020-01-01 10:01:00,7201.42
2020-01-01 11:01:00,7239.32
2020-01-01 12:01:00,7274.24
2020-01-01 13:01:00,7221.68
2020-01-01 14:01:00,7243.89
2020-01-01 15:01:00,7257.29
2020-01-01 16:01:00,7284.58
2020-01-01 17:01:00,7256.42
2020-01-01 18:01:00,7277.26
2020-01-01 19:01:00,7268.37
2020-01-01 20:01:00,7264.67
2020-01-01 21:01:00,7220.02
2020-01-01 22:01:00,7231.51
2020-01-01 23:01:00,7265.72
2020-01-02 00:01:00,7240.05
2020-01-02 01:01:00,7212.7
2020-01-02 02:01:00,7261.63
2020-01-02 03:01:00,7237.53
2020-01-02 04:01:00,7174.09
2020-01-02 05:01:00,7143.68
2020-01-02 06:01:00,7161.53
2020-01-02 07:01:00,7167.97
2020-01-02 08:01:00,7169.76
2020-01-02 09:01:00,7105.33
2020-01-02 10:01:00,7140.51
2020-01-02 11:01:00,7184.11
2020-01-02 12:01:00,7176.45
2020-01-02 13:01:00,7207.71
2020-01-02 14:01:00,7186.19
2020-01-02 15:01:00,7129.74
2020-01-02 16:01:00,7156.94
2020-01-02 17:01:00,7145.72
2020-01-02 18:01:00,7080.32
2020-01-02 19:01:00,6968.82
2020-01-02 20:01:00,6976.46
2020-01-02 21:01:00,6985.93
2020-01-02 22:01:00,6976.23
2020-01-02 23:01:00,6973.21
2020-01-03 00:01:00,7000.45
2020-01-03 01:01:00,6988.76
2020-01-03 02:01:00,6947.23
2020-01-03 03:01:00,6914.91
2020-01-03 04:01:00,6929.29
2020-01-03 05:01:00,6956.89
2020-01-03 06:01:00,7160.04
2020-01-03 07:01:00,7203.51
2020-01-03 08:01:00,7226.5
2020-01-03 09:01:00,7221.51
2020-01-03 10:01:00,7259.51
2020-01-03 11:01:00,7306.99
2020-01-03 12:01:00,7331.07
2020-01-03 13:01:00,7326.26
2020-01-03 14:01:00,7328.1
2020-01-03 15:01:00,7344.72
2020-01-03 16:01:00,7276.04
2020-01-03 17:01:00,7292.04
2020-01-03 18:01:00,7361.75
2020-01-03 19:01:00,7369.65
2020-01-03 20:01:00,7353.02
2020-01-03 21:01:00,7324.25
2020-01-03 22:01:00,7336.17
2020-01-03 23:01:00,7313.92
2020-01-04 00:01:00,7289.56
2020-01-04 01:01:00,7321.5
2020-01-04 02:01:00,7334.92
2020-01-04 03:01:00,7331.05
2020-01-04 04:01:00,7337.49
2020-01-04 05:01:00,7346.18
2020-01-04 06:01:00,7354.28
2020-01-04 07:01:00,7361.8
2020-01-04 08:01:00,7369.87
2020-01-04 09:01:00,7368.99
2020-01-04 10:01:00,7387.16
2020-01-04 11:01:00,7357.53
2020-01-04 12:01:00,7348.06
2020-01-04 13:01:00,7352.55
2020-01-04 14:01:00,7345.24
2020-01-04 15:01:00,7307.71
2020-01-04 16:01:00,7321.92
2020-01-04 17:01:00,7333.09
2020-01-04 18:01:00,7323.16
2020-01-04 19:01:00,7346.36
2020-01-04 20:01:00,7340.04
2020-01-04 21:01:00,7316.41
2020-01-04 22:01:00,7330.43
2020-01-04 23:01:00,7359.64
2020-01-05 00:01:00,7360.11
2020-01-05 01:01:00,7354.62
2020-01-05 02:01:00,7381.53
2020-01-05 03:01:00,7440.04
2020-01-05 04:01:00,7466.02
2020-01-05 05:01:00,7475.69
2020-01-05 06:01:00,7480.88
2020-01-05 07:01:00,7468.67
2020-01-05 08:01:00,7470.41
2020-01-05 09:01:00,7480.6
2020-01-05 10:01:00,7459.28
2020-01-05 11:01:00,7434.18
2020-01-05 12:01:00,7440.77
2020-01-05 13:01:00,7457.32
2020-01-05 14:01:00,7462.08
2020-01-05 15:01:00,7451.24
2020-01-05 16:01:00,7462.65
2020-01-05 17:01:00,7465.06
2020-01-05 18:01:00,7484.96
2020-01-05 19:01:00,7481.4
2020-01-05 20:01:00,7456.27
2020-01-05 21:01:00,7449.5
2020-01-05 22:01:00,7441.03
2020-01-05 23:01:00,7402.12
2020-01-06 00:01:00,7348.54
2020-01-06 01:01:00,7350.04
2020-01-06 02:01:00,7375.12
2020-01-06 03:01:00,7404.64
2020-01-06 04:01:00,7505.96
2020-01-06 05:01:00,7536.5
2020-01-06 06:01:00,7540
2020-01-06 07:01:00,7525.03
